index	chinese_rank	frequency	word	traditional	pinyin	matched	meaning
256	518	103.04	作用	作用	zuòyòng	tác dụng	tác dụng/ảnh hưởng/hiệu quả/hiệu dụng/dụng ý
257	519	103.04	心理	心理	xīnlǐ	tâm lý	tâm lý/lòng/chỉ hoạt động tư tưởng, tình cảm của con người
258	521	102.93	坚持	堅持	jiānchí	kiên trì	kiên trì/giữ vững/khăng khăng giữ
259	526	102.17	正是	正是	zhèngshì	chính thị	đúng là/chính thị/vậy
260	530	101.55	当年	當年	dāngnián	đương niên	năm đó/đương niên/lúc đấy/trước kia/trước đây/lúc đó/tráng niên/thời sung sức/lúc sung sức/thời khoẻ mạnh/năm ấy/cùng năm
261	531	101.54	加入	加入	jiārù	gia nhập	gia nhập/thêm vào/thêm/tham gia/gia nhập vào
262	532	101.42	不可	不可	bùkě	bất khả	không thể/bất khả/không được/không sao/không thể ... được/không ... không được/không thể không
263	533	101.25	大陆	大陸	dàlù	đại lục	đại lục/lục địa/Trung quốc
264	535	101.07	会议	會議	hùiyì	hội nghị	hội nghị/hội đồng
265	536	100.79	无论	無論	wúlùn	vô luận	vô luận/bất kể/bất luận/không nói/không phải nói/không cần nói
266	541	100.16	居然	居然	jūrán	cư nhiên	cư nhiên/lại có thể/lại/rõ ràng/sáng sủa
267	542	100.12	中文	中文	zhōngwén	trung văn	tiếng Trung/Trung văn/tiếng Hoa
268	543	100.11	交流	交流	jiāolíu	giao lưu	trao đổi/giao lưu
269	544	99.93	目的	目的	mùde	mục đích	mục đích
270	545	99.74	民族	民族	mínzú	dân tộc	dân tộc/tộc người
271	546	99.71	保护	保護	bǎohù	bảo hộ	bảo hộ/bảo vệ/giữ gìn
272	547	99.62	好好	好好	hǎohǎo	hảo hảo	hảo hảo
273	548	99.56	妻子	妻子	qīzǐ	thê tử	thê tử/vợ con/vợ/bà xã
274	551	99.21	同志	同志	tóngzhì	đồng chí	đồng chí
275	554	98.75	控制	控制	kòngzhì	khống chế	khống chế/kiểm soát/chế ngự/kiềm chế
276	556	98.52	结婚	結婚	jiéhūn	kết hôn	kết hôn/đám cưới/lấy nhau/cưới xin/hôn nhân/lễ cưới/sự kết hợp
277	562	97.86	地址	地址	dìzhǐ	địa chỉ	địa chỉ/chỗ ở
278	565	97.51	保持	保持	bǎochí	bảo trì	bảo trì/gìn giữ/giữ/duy trì/giữ nguyên/giữ giàng
279	567	97.0	忽然	忽然	hūrán	hốt nhiên	bỗng nhiên/đột nhiên/thình lình/bất thình lình/thoắt/bỗng/hốt nhiên/chợt vậy
280	568	96.78	形成	形成	xíngchéng	hình thành	hình thành
281	569	96.78	严重	嚴重	yánzhòng	nghiêm trọng	nghiêm trọng
282	571	96.45	现代	現代	xiàndài	hiện đại	hiện đại/thời đại hiện nay/thời đại ngày nay/thời đại xã hội chủ nghĩa
283	574	95.97	欢迎	歡迎	huānyíng	hoan nghênh	hoan nghênh/chào đón/đón chào/chào mừng
284	575	95.79	绝对	絕對	juédùi	tuyệt đối	tuyệt đối/hoàn toàn/nhất định/toàn bộ/dứt khoát/cực kỳ/cùng cực/nhất/cực/tuyệt
285	576	95.73	青年	青年	qīngnián	thanh niên	thanh niên/tuổi trẻ/tuổi xuân
286	577	95.65	具体	具體	jùtǐ	cụ thể	cụ thể/rõ ràng/rõ rệt/tỉ mỉ/xác định rõ ràng/một cách cụ thể/cụ thể tới
287	578	95.61	翻译	翻譯	fānyì	phiên dịch	phiên dịch/dịch/người dịch/phiên dịch viên
288	580	95.58	老人	老人	lǎorén	lão nhân	lão nhân/người già/cụ già/cha mẹ già/ông bà cụ
289	581	95.52	人物	人物	rénwù	nhân vật	nhân vật
290	586	94.64	留学	留學	líuxué	lưu học	lưu học/du học
291	588	94.29	编辑	編輯	biānjí	biên tập	biên tập/chỉnh lý/biên soạn/biên tập viên/người biên soạn/trình biên dịch
292	590	94.12	方向	方向	fāngxiàng	phương hướng	phương hướng/hướng/phương/hướng đi/phía/mục tiêu
293	594	93.64	人类	人類	rénlèi	nhân loại	nhân loại/loài người
294	597	93.02	基础	基礎	jīchǔ	cơ sở	trụ cột/cơ sở/nền móng/nền tảng/căn bản/cơ sở thượng tầng
295	600	92.53	意见	意見	yìjiàn	ý kiến	ý kiến
296	607	91.2	附近	附近	fùjìn	phụ cận	phụ cận/lân cận/vùng phụ cận/vùng lân cận/gần đây
297	608	91.16	常常	常常	chángcháng	thường thường	thường thường/thường/luôn
298	609	91.14	丈夫	丈夫	zhàngfū	trượng phu	trượng phu/đàn ông/con trai/chồng
299	611	90.96	制度	制度	zhìdù	chế độ	chế độ/quy chế/quy định/thể lệ nhất định cho kẻ làm việc theo
300	612	90.96	力量	力量	lìliàng	lực lượng	lực lượng/sức lực/sức mạnh/năng lực/khả năng/tác dụng/hiệu lực
301	616	90.59	状态	狀態	zhuàngtài	trạng thái	trạng thái/tình trạng
302	617	90.41	检查	檢查	jiǎnchá	kiểm tra	kiểm tra/kiểm soát/khám/tra cứu/tìm/tra xét/điều tra/kiểm thảo/kiểm điểm
303	620	90.31	工程	工程	gōngchéng	công trình	công trình
304	621	90.21	负责	負責	fùzé	phụ trách	phụ trách/chịu trách nhiệm/có trách nhiệm
305	622	90.13	证明	證明	zhèngmíng	chứng minh	chứng minh/chứng nhận/chứng tỏ/giấy chứng nhận/chứng minh thư
306	623	90.04	节目	節目	jiémù	tiết mục	tiết mục/chương trình
307	624	90.02	姑娘	姑孃	gūniáng	cô nương	cô nương/cô nàng
308	626	89.73	行动	行動	xíngdòng	hành động	hành động/đi lại/đi đi lại lại/hành vi/cử động
309	627	89.5	功能	功能	gōngnéng	công năng	công năng/công hiệu/tác dụng/chức năng
310	630	89.13	程度	程度	chéngdù	trình độ	trình độ/mức độ/loại/cấp/mức/nỗi/đỗi
311	631	89.09	收入	收入	shōurù	thu nhập	thu vào/thu nhập/thu
312	634	88.7	去年	去年	qùnián	khứ niên	năm trước/năm ngoái/năm qua/năm rồi/khứ niên
313	635	88.62	痛苦	痛苦	tòngkǔ	thống khổ	thống khổ/đau khổ/đau đớn
314	636	88.55	感受	感受	gǎnshòu	cảm thụ	cảm thụ/bị/tiếp thu/nhận/cảm nhận/thể hội
315	637	88.54	价值	價值	jiàzhí	giá trị	giá trị/giá trị tích cực/giá trị cao/tốt
316	638	88.51	哥哥	哥哥	gēgē	ca ca	ca ca/anh/anh trai/anh họ
317	639	88.42	态度	態度	tàidù	thái độ	thái độ
318	640	88.28	时期	時期	shíqī	thời kỳ	thời kì/thời kỳ
319	641	88.15	银行	銀行	yínxíng	ngân hàng	ngân hàng
320	642	88.12	农民	農民	nóngmín	nông dân	nông dân
321	643	87.85	女生	女生	nv̌shēng	nữ sinh	nữ sinh/học sinh nữ
322	645	87.56	举行	舉行	jǔxíng	cử hành	cử hành/tiến hành/tổ chức
323	646	87.53	位置	位置	wèizhì	vị trí	vị trí/chỗ/địa vị
324	647	87.52	相当	相當	xiāngdāng	tương đương	tương đương/ngang nhau/thích hợp/tương xứng/tương đối/khá
325	649	87.42	紧张	緊張	jǐnzhāng	khẩn trương	khẩn trương/hồi hộp/căng thẳng/eo hẹp/túng thiếu
326	650	87.3	有限	有限	yǒuxiàn	hữu hạn	hữu hạn/có hạn/không nhiều/không cao
327	651	87.17	大法	大法	dàfǎ	đại pháp	đại pháp/hiến pháp/pháp luật/phép tắc/pháp lệnh
328	652	87.12	电子	電子	diànzǐ	điện tử	điện tử
329	653	87.09	交通	交通	jiāotōng	giao thông	giao thông/thông nhau/giao thông và bưu điện/thông tin liên lạc/liên lạc viên/kết giao/cấu kết/thông đồng
330	655	86.83	文件	文件	wénjiàn	văn kiện	văn kiện/tài liệu
331	657	86.49	普通	普通	pǔtōng	phổ thông	bình thường/phổ thông/nói chung/thông thường
332	660	86.14	形式	形式	xíngshì	hình thức	hình thức
333	662	85.91	空间	空間	kōngjiān	không gian	không gian
334	665	85.7	运动	運動	yùndòng	vận động	vận động/chuyển động/hoạt động thể thao/cuộc vận động/phong trào/chạy chọt/chạy vạy
335	669	85.15	休息	休息	xīuxī	hưu tức	nghỉ ngơi/nghỉ/hưu tức
336	675	84.09	广场	廣場	guǎngcháng	quảng trường	quảng trường/sân rộng
337	676	84.07	效果	效果	xiàoguǒ	hiệu quả	hiệu quả
338	677	83.44	质量	質量	zhíliàng	chất lượng	chất lượng/khối lượng/chất
339	679	83.19	材料	材料	cáiliào	tài liệu	tài liệu/vật liệu/tư liệu/tư liệu tham khảo/vốn quý/nhân tài
340	680	83.04	唯一	唯一	wéiyī	duy nhất	duy nhất
341	681	83.0	欧洲	歐洲	ōuzhōu	âu châu	Âu Châu/Châu Âu
342	686	82.36	现场	現場	xiàncháng	hiện trường	hiện trường/nơi trực tiếp sản xuất, làm việc, thực nghiệm
343	687	82.31	战争	戰爭	zhànzhēng	chiến tranh	chiến tranh
344	688	82.27	中间	中間	zhōngjiān	trung gian	trung gian/giữa/ở giữa/bên trong/trung tâm/chính giữa
345	689	81.93	正式	正式	zhèngshì	chính thức	chính thức
346	691	81.8	经营	經營	jīngyíng	kinh doanh	kinh doanh/tổ chức/làm/tiến hành
347	692	81.78	保证	保證	bǎozhèng	bảo chứng	cam đoan/bảo chứng/bảo đảm/bảo lãnh/bảo hành/vật bảo đảm/sự bảo đảm/vật làm tin/vật thế chấp
348	693	81.69	表达	表達	biǎodá	biểu đạt	biểu đạt/bày tỏ/giãi bày/nói lên
349	694	81.67	现象	現象	xiànxiàng	hiện tượng	hiện tượng
350	695	81.66	妹妹	妹妹	mèimèi	muội muội	muội muội/em gái/em gái họ/biểu muội
351	699	81.46	大量	大量	dàliàng	đại lượng	đại lượng/nhiều/lớn/hàng loạt/độ lượng/rộng lượng
352	708	80.94	同意	同意	tóngyì	đồng ý	đồng ý/bằng lòng/tán thành
353	710	80.81	理论	理論	lǐlùn	lý luận	lý luận/lý thuyết/tranh luận phải trái/tranh luận
354	711	80.78	杂志	雜誌	zázhì	tạp chí	tạp chí/tập san/ghi chép vặt vãnh/ghi chép vụn vặt
355	714	80.33	共同	共同	gòngtóng	cộng đồng	cộng đồng/chung/cùng
356	715	80.12	广州	廣州	guǎngzhōu	quảng châu	Quảng Châu
357	717	79.72	工人	工人	gōngrén	công nhân	công nhân/thợ/thợ thuyền
358	725	78.58	享受	享受	xiǎngshòu	hưởng thụ	hưởng thụ
359	728	78.42	主题	主題	zhǔtí	chủ đề	chủ đề/nội dung chính/nội dung chủ yếu
360	729	78.4	行业	行業	xíngyè	hành nghiệp	ngành sản xuất/hành nghiệp/nghề/ngành/ngành nghề/chức nghiệp/nghề nghiệp
361	730	78.27	太阳	太陽	tàiyáng	thái dương	thái dương/mặt trời/vầng thái dương/ánh sáng mặt trời/ánh nắng/màng tang/huyệt thái dương
362	731	77.95	飞机	飛機	fēijī	phi cơ	phi cơ/máy bay/trực thăng
363	733	77.58	印象	印象	yìnxiàng	ấn tượng	ấn tượng/hình ảnh
364	734	77.37	兄弟	兄弟	xiōngdì	huynh đệ	huynh đệ/anh và em/em trai/chú em/cậu em/người anh em/anh em
365	737	76.98	培养	培養	péiyǎng	bồi dưỡng	bồi dưỡng/đào tạo/nuôi cấy/gây/gây dựng
366	738	76.92	训练	訓練	xùnliàn	huấn luyện	huấn luyện
367	739	76.88	事业	事業	shìyè	sự nghiệp	sự nghiệp/công cuộc/hành chính sự nghiệp
368	741	76.71	事实	事實	shìshí	sự thật	sự thật/sự thực
369	742	76.51	女子	女子	nv̌zǐ	nữ tử	nữ tử/con gái/giới nữ/phái nữ/trinh nữ/xử nữ/gái trinh
370	743	76.49	真实	真實	zhēnshí	chân thật	chân thật/chân thực
371	746	76.28	出版	出版	chūbǎn	xuất bản	xuất bản
372	748	76.06	立刻	立刻	lìkè	lập khắc	lập tức/tức khắc/ngay/lập tức. tức khắc/lập khắc
373	749	76.05	立即	立即	lìjí	lập tức	lập tức/ngay
374	750	75.94	感谢	感謝	gǎnxiè	cảm tạ	cảm tạ/cảm ơn
375	752	75.78	周围	周圍	zhōuwéi	chu vi	chung quanh/chu vi/xung quanh
376	753	75.71	俄罗斯	俄羅斯	éluōsī	nga la tư	nước Nga/Nga/liên bang Nga/Russia/Nga La Tư
377	755	75.69	速度	速度	sùdù	tốc độ	tốc độ/mức độ nhanh chậm
378	757	75.66	理由	理由	lǐyóu	lý do	lý do/cớ
379	758	75.62	农村	農村	nóngcūn	nông thôn	nông thôn
380	759	75.47	优秀	優秀	yōuxìu	ưu tú	vĩ đại/ưu tú/xuất sắc
381	762	75.02	兴趣	興趣	xīngqù	hứng thú	hứng thú/thích thú
382	763	74.87	结构	結構	jiégōu	kết cấu	kết cấu/cấu hình/cơ cấu/cấu tạo/khung/giàn khung
383	764	74.87	关心	關心	guānxīn	quan tâm	quan tâm/lo lắng/trông nom/chú ý
384	767	74.49	业务	業務	yèwù	nghiệp vụ	nghiệp vụ
385	769	74.44	压力	壓力	yālì	áp lực	áp lực/lực nén/sức nén
386	770	74.43	分别	分別	fēnbié	phân biệt	phân biệt/ly biệt/chia tay/biệt ly/xa cách/bất đồng/khác nhau/chia nhau/phân công nhau
387	772	74.34	人才	人才	réncái	nhân tài	nhân tài/người có tài/đoan chính/đẹp đẽ/ra người/dễ coi
388	773	74.17	销售	銷售	xiāoshòu	tiêu thụ	tiêu thụ
389	783	72.84	参与	參與	cānyǔ	tham dự	tham dự/dự cuộc/tham gia
390	784	72.72	成立	成立	chénglì	thành lập	thành lập/lập/kiện lập/đứng vững được/trụ lại được/cố thủ được/củng cố/làm vững chắc/bảo vệ được
391	785	72.71	阶段	階段	jiēduàn	giai đoạn	giai đoạn/bước/trình tự
392	786	72.57	老婆	老婆	lǎopó	lão bà	lão bà/vợ
393	787	72.56	美女	美女	měinv̌	mỹ nữ	mỹ nữ/con gái đẹp
394	788	72.53	通知	通知	tōngzhī	thông tri	thông tri/báo tin/báo cho biết/thông báo
395	789	72.49	可爱	可愛	kěài	khả ái	đáng yêu/khả ái/dễ thương
396	790	72.47	小学	小學	xiǎoxué	tiểu học	tiểu học/bậc tiểu học
397	791	72.45	年龄	年齡	niánlíng	niên linh	tuổi/niên linh/tuổi tác
398	792	72.31	专门	專門	zhuānmén	chuyên môn	chuyên môn/đặc biệt/riêng biệt/chuyên biệt/chỉ/chuyên/sở trường/hay/thường
399	796	71.97	职业	職業	zhíyè	chức nghiệp	chức nghiệp/nghề nghiệp/nghề/chuyên ngành/chuyên nghiệp
400	797	71.94	观点	觀點	guāndiǎn	quan điểm	quan điểm/điểm nhìn/quan điểm chính trị
401	799	71.77	读者	讀者	dúzhě	độc giả	độc giả/người đọc
402	801	71.64	便宜	便宜	biànyí	tiện nghi	tiện nghi/tiện lợi/tuỳ nghi/thuận tiện/rẻ/hời/lợi/bở/làm được lợi
403	803	71.59	家长	家長	jiācháng	gia trưởng	cha mẹ/gia trưởng/phụ huynh/người giám hộ
404	804	71.51	形象	形象	xíngxiàng	hình tượng	hình tượng/hình ảnh
405	805	71.5	公共	公共	gōnggòng	công cộng	công cộng/phổ biến/bình dân/cộng đồng
406	807	71.34	想象	想象	xiǎngxiàng	tưởng tượng	tưởng tượng/nghĩ ra/tưởng tượng ra
407	809	71.27	重点	重點	zhòngdiǎn	trọng điểm	trọng điểm/điểm tựa/điểm đặt/có trọng điểm
408	810	71.18	味道	味道	wèidào	vị đạo	hương vị/vị đạo/mùi/vị/mùi vị/thích thú/hứng thú
409	811	71.08	回忆	回憶	húiyì	hồi ức	nhớ lại/hồi ức/hồi tưởng/kỷ niệm
410	817	70.48	正确	正確	zhèngquè	chính xác	chính xác/đúng đắn
411	821	70.15	学员	學員	xuéyuán	học viên	đệ tử/học viên
412	823	70.09	演出	演出	yǎnchū	diễn xuất	diễn xuất
413	824	69.83	中央	中央	zhōngyāng	trung ương	trung ương/giữa/trung tâm/chính quyền trung ương/chỗ giữa
414	825	69.77	承认	承認	chéngrèn	thừa nhận	thừa nhận/chấp nhận/đồng ý/thú nhận/chấp thuận/công nhận
415	828	69.61	天下	天下	tiānxià	thiên hạ	thiên hạ/thế giới/quyền thống trị của nhà nước
416	829	69.59	动作	動作	dòngzuò	động tác	động tác/hoạt động/làm việc
417	830	69.59	报名	報名	bàomíng	báo danh	báo danh/đăng ký/ghi tên/đăng ký tham gia
418	831	69.51	群众	群眾	qúnzhòng	quần chúng	quần chúng
419	833	69.42	热情	熱情	rèqíng	nhiệt tình	nhiệt tình/niềm nở/nhiệt huyết/có nhiệt tình
420	834	69.34	利益	利益	lìyì	lợi ích	ích lợi/lợi ích/quyền lợi
421	837	69.12	宣传	宣傳	xuānchuán	tuyên truyền	tuyên truyền
422	838	69.02	弟弟	弟弟	dìdì	đệ đệ	đệ đệ/em trai/em/đệ
423	839	69.02	积极	積極	jījí	tích cực	tích cực/hăng hái/tiến thủ/nhiệt tâm
424	841	68.77	人民币	人民幣	rénmínbì	nhân dân tệ	nhân dân tệ
425	843	68.56	拒绝	拒絕	jùjué	cự tuyệt	cự tuyệt/từ chối/khước từ
426	844	68.55	女性	女性	nv̌xìng	nữ tính	nữ tính/phụ nữ
427	846	68.52	奶奶	奶奶	nǎinǎi	nãi nãi	nãi nãi,bà nội/nãi nãi/bà nội/bà/mợ chủ
428	847	68.39	增长	增長	zēngcháng	tăng trưởng	tăng trưởng/nâng cao/tăng thêm/tăng lên
429	850	67.86	西方	西方	xīfāng	tây phương	phương Tây/phương tây/phía tây/Tây Phương
430	851	67.85	确定	確定	quèdìng	xác định	xác định/khẳng định/làm cho xác định
431	852	67.79	范围	範圍	fànwéi	phạm vi	phạm vi/hạn chế/giới hạn
432	853	67.78	的确	的確	dequè	đích xác	đích xác/đích thực/hoàn toàn chính xác/quả thực/quả là
433	857	67.34	独立	獨立	dúlì	độc lập	độc lập/lẻ loi/đứng một mình/tách ra/không lệ thuộc/không phụ thuộc
434	858	67.33	本身	本身	běnshēn	bản thân	thân mình/bản thân/ta/mình/chính mình
435	859	67.31	丰富	豐富	fēngfù	phong phú	phong phú/dồi dào/nhiều/dư dật/làm giàu thêm/làm phong phú
436	861	67.25	民主	民主	mínzhǔ	dân chủ	dân chủ
437	862	67.17	费用	費用	fèiyòng	phí dụng	phí dụng/phí tổn/chi phí/chi tiêu
438	865	67.03	干部	幹部	gānbù	cán bộ	cán bộ/công nhân viên chức
439	869	66.86	统一	統一	tǒngyī	thống nhất	thống nhất/nhất trí/chỉnh thể/đơn nhất
440	873	66.49	主席	主席	zhǔxí	chủ tịch	chủ tịch/người chủ trì hội nghị
441	874	66.44	方便	方便	fāngbiàn	phương tiện	phương tiện/thuận tiện/thuận lợi/làm cho thuận tiện/làm cho tiện lợi/tiện/giàu có/dồi dào/dư dật/đại tiểu tiện
