chinese word ranking	frequency	word	traditional	pinyin	hanviet	meaning
424	118.97	漂亮	漂亮	piāoliàng	phiêu lượng/phiếu lượng	xinh đẹp/đẹp/xinh xắn
429	117.79	受到	受到	shòudào	thụ đáo	đã bị
430	117.63	年轻	年輕	niánqīng	niên khánh/niên khinh	tuổi trẻ/tuổi còn trẻ/thanh niên
432	117.5	回去	回去	húiqù	hối khứ/hối khu/hồi khứ/hồi khu	trở về/trở lại/đi về/về/trả lại/quay về
435	117.24	经历	經歷	jīnglì	kinh lịch	trải qua/kinh lịch/từng trải/những việc trải qua
436	117.01	美元	美元	měiyuán	mĩ nguyên/mỹ nguyên	đôla
439	116.64	消息	消息	xiāoxī	tiêu tức	tin tức/thông tin/thư từ và tin tức
440	116.62	要是	要是	yàoshì	yêu thị/yếu thị	nếu/nếu như
441	116.31	从来	從來	cónglái	tụng lai/tụng lãi/túng lai/túng lãi/tung lai/tung lãi/thung lai/thung lãi/tòng lai/tòng lãi	cho tới bây giờ/chưa hề/từ trước đến nay/luôn luôn/trước đến giờ
442	116.3	本来	本來	běnlái	bổn lai/bổn lãi/bản lai/bản lãi	vốn/vốn có/lúc đầu/ban đầu/khởi thuỷ/trước đây/lúc trước/lẽ ra/đáng nhẽ/đáng lẽ
443	116.23	照片	照片	zhàopiàn	chiếu phiến	ảnh chụp/tấm ảnh/bức ảnh/tấm hình
444	116.14	都会	都會	dūhùi	đô hội/đô cối	đô hội/đều đã/đều có thể/đô thị/thành thị
445	116.08	法国	法國	fǎguó	pháp quốc	Pháp quốc/Pháp/France
447	115.16	很快	很快	hěnkuài	ngận khoái	rất nhanh
451	114.64	尽管	儘管	jǐnguǎn	tẫn quản/tận quản	cứ việc/mặc dù/cứ/vẫn cứ/cho dù/dù rằng
452	114.33	有时	有時	yǒushí	dựu thì/dựu thời/hữu thì/hữu thời	có khi/có lúc/thỉnh thoảng
457	113.49	那时	那時	nàshí	na thì/na thời/nả thì/nả thời	khi đó
458	113.48	那天	那天	nàtiān	na thiên/nả thiên	ngày đó
459	113.37	到底	到底	dàodǐ	đáo để	rốt cuộc/tới cùng/đến cùng/cuối cùng/suy cho cùng/tóm lại/nói cho cùng/thì ra/vẫn là
461	112.91	达到	達到	dádào	đạt đáo	đạt tới/đạt được/đạt đến/đi đến
462	112.89	后面	後面	hòumiàn	hấu miến/hấu diện/hậu miến/hậu diện	mặt sau/phía/phía sau/đằng sau/tiếp sau/phần sau
465	112.15	又是	又是	yòushì	hựu thị	lại là/vừa
466	112.08	增加	增加	zēngjiā	tăng gia	gia tăng/tăng/tăng thêm/tăng lên
467	112.01	明天	明天	míngtiān	minh thiên	ngày mai/mai đây/mai kia/tương lai/minh thiên
468	111.73	带来	帶來	dàilái	đái lai/đái lãi	mang đến
469	111.37	见到	見到	jiàndào	kiến đáo/hiện đáo	nhìn thấy/trông thấy/gặp mặt/gặp/gặp phải/gặp gỡ
471	110.95	老板	老闆	lǎobǎn	lão bản	lão bản/ông chủ/chủ rạp/chủ gánh
478	109.78	美丽	美麗	měilì	mĩ ly/mĩ lệ/mỹ ly/mỹ lệ	xinh đẹp/mỹ lệ/đẹp
479	109.76	之一	之一	zhīyī	chi nhất	một trong
480	109.64	不仅	不僅	bùjǐn	phầu cận/phủ cận/bất cận/phi cận	không chỉ có/không chỉ/không phải chỉ thế/không những/chẳng những
481	109.56	比赛	比賽	bǐsài	bì tái/bì trại/bỉ tái/bỉ trại/tỉ tái/tỉ trại/bí tái/bí trại	trận đấu/bỉ tái/thi đấu/đấu
482	109.38	不管	不管	bùguǎn	phầu quản/phủ quản/bất quản/phi quản	mặc kệ/bất kể/cho dù/bất luận/chẳng kể/dù... hay không/mặc dù./mặc/bỏ mặc/bỏ liều/bất chấp
485	109.15	脸上	臉上	liǎnshàng	kiểm thượng/kiểm thướng/thiểm thượng/thiểm thướng	trên mặt
487	109.06	这位	這位	zhèwèi	nghiện vị/giá vị	vị này
488	108.57	建立	建立	jiànlì	kiến lập/kiển lập	thành lập/xây dựng/kiến trúc/lập nên/bắt đầu sản xuất/hình thành/thiết lập
490	108.51	旁边	旁邊	pángbiān	bàng biên/bạng biên/banh biên/phang biên	bên cạnh/hai bên trái phải/chỗ tiếp cận
492	108.45	首先	首先	shǒuxiān	thú tiên/thú tiến/thủ tiên/thủ tiến	đầu tiên/sớm nhất/thứ nhất/trước hết/trước tiên
493	107.24	考虑	考慮	kǎolv̀	khảo lư/khảo lự	lo lắng/suy nghĩ/suy xét/cân nhắc
494	106.97	仍然	仍然	réngrán	nhưng nhiên	vẫn đang/vẫn cứ/tiếp tục/lại
495	106.89	尤其	尤其	yóuqí	vưu ký/vưu ki/vưu kì/vưu kỳ/uông ký/uông ki/uông kì/uông kỳ	hơn nữa/vưu kì/nhất là/đặc biệt là/càng
496	106.8	我国	我國	wǒguó	ngã quốc	quốc gia của ta/nước tôi/nước ta
497	106.28	面对	面對	miàndùi	miến đối/diện đối	đối mặt
499	106.01	听说	聽說	tīngshuō	thính duyệt/thính thuyết/thính thuế	nghe nói
502	105.66	刚才	剛纔	gāngcái	cương tài	vừa rồi/vừa/vừa mới/ban nãy
503	105.51	慢慢	慢慢	mànmàn	mạn mạn	chậm rãi
504	105.44	所谓	所謂	suǒwèi	sở vị	cái gọi là/vị/điều mà họ gọi là
507	104.6	属于	屬於	shǔyú	thuộc ư/thuộc hu/thuộc ô/thuộc vu/chúc ư/chúc hu/chúc ô/chúc vu/chú ư/chú hu/chú ô/chú vu	thuộc loại/thuộc về
509	104.32	注册	注冊	zhùcè	chú sách	đăng kí/đăng ký/ghi tên
512	104.19	推荐	推薦	tūijiàn	thôi tiến	đề cử/tiến cử/giới thiệu
515	103.77	一会儿	一會兒	yīhùiér	nhất hội nhi/nhất hội nghê/nhất hội nhân/nhất cối nhi/nhất cối nghê/nhất cối nhân	trong chốc lát/một hồi/một chốc/một lát/lát nữa/lúc thì... lúc thì
520	103.02	只好	只好	zhǐhǎo	kì hảo/kì hiếu/chích hảo/chích hiếu/chỉ hảo/chỉ hiếu/chi hảo/chi hiếu	đành phải/không thể làm gì khác hơn là/buộc lòng phải
522	102.69	门口	門口	ménkǒu	môn khẩu	cửa/cổng
523	102.51	走到	走到	zǒudào	tẩu đáo	đi đến/đi tới
524	102.49	网上	網上	wǎngshàng	võng thượng/võng thướng	trên mạng/online
525	102.19	心中	心中	xīnzhōng	tâm trúng/tâm trung	trong lòng
526	102.17	正是	正是	zhèngshì	chánh thị/chính thị	đúng là/chính thị/vậy
527	102.06	等等	等等	děngděng	đẳng đẳng	từ từ/chờ một chút/vân vân/vân... vân/đợi một chút/đợi một tý
528	102.03	每次	每次	měicì	mỗi thứ/môi thứ	mỗi lần
529	101.66	旅游	旅遊	lv̌yóu	lữ du	du lịch/du ngoạn
530	101.55	当年	當年	dāngnián	đương niên/đáng niên	năm đó/đương niên/lúc đấy/trước kia/trước đây/lúc đó/tráng niên/thời sung sức/lúc sung sức/thời khoẻ mạnh/năm ấy/cùng năm
534	101.15	似的	似的	sìde	tự đích/tự để	dường như/tựa như
536	100.79	无论	無論	wúlùn	vô luân/vô luận/mô luân/mô luận	vô luận/bất kể/bất luận/không nói/không phải nói/không cần nói
537	100.72	多年	多年	duōnián	đa niên	nhiều năm/nhiều/hơn năm
538	100.68	进去	進去	jìnqù	tiến khứ/tiến khu	đi vào/vào vào trong/hướng vào trong
539	100.5	直到	直到	zhídào	trực đáo	thẳng đến/mãi đến/cho đến/đến tận/đến lúc/khi
540	100.46	报道	報道	bàodào	báo đáo/báo đạo	đưa tin/phát tin/bản tin/bài báo
541	100.16	居然	居然	jūrán	cư nhiên/kí nhiên	cư nhiên/lại có thể/lại/rõ ràng/sáng sủa
542	100.12	中文	中文	zhōngwén	trúng văn/trúng vấn/trung văn/trung vấn	tiếng Trung/Trung văn/tiếng Hoa
547	99.62	好好	好好	hǎohǎo	hảo hảo/hảo hiếu/hiếu hảo/hiếu hiếu	hảo hảo
549	99.53	至少	至少	zhìshǎo	chí thiếu/chí thiểu	ít nhất/chí ít
550	99.49	确实	確實	quèshí	xác thật	quả thật/xác thực/quả thực/chính xác/đích xác/thực sự
552	99.09	咱们	咱們	zánmen	cha môn	chúng ta/chúng mình/tôi/bạn
553	98.91	不行	不行	bùxíng	phầu hành/phầu hạnh/phầu hạng/phầu hàng/phủ hành/phủ hạnh/phủ hạng/phủ hàng/bất hành/bất hạnh/bất hạng/bất hàng/phi hành/phi hạnh/phi hạng/phi hàng	không được/không thể/không được phép/không được việc/không giỏi/không trong ngành/không có nghề/không rành/không xong/xấu/kém/không tốt/tệ/cực kỳ/vô cùng/rất/ghê gớm/kinh khủng/khủng/khủng khiếp/quá xá
555	98.63	健康	健康	jiànkāng	kiện khang	khỏe mạnh/khoẻ mạnh/tráng kiện
557	98.36	留下	留下	líuxià	lưu hạ/lưu há	lưu lại
558	98.36	遇到	遇到	yùdào	ngộ đáo	gặp được/gặp phải/được
559	98.28	用户	用戶	yònghù	dụng hộ	người sử dụng/người tiêu dùng
560	98.26	实现	實現	shíxiàn	thật hiện	thực hiện
561	97.91	更加	更加	gèngjiā	canh gia/cánh gia	càng thêm/càng/thêm/hơn nữa
563	97.76	下面	下麵	xiàmiàn	hạ miến/hạ diện/há miến/há diện	phía dưới/ở dưới/phần dưới/dưới đây/cấp dưới/bên dưới
564	97.59	外面	外面	wàimiàn	ngoại miến/ngoại diện	bên ngoài/bề ngoài/phía ngoài
566	97.48	未来	未來	wèilái	vị lai/vị lãi/mùi lai/mùi lãi	tương lai/thời gian tới/sau này/mai sau/ngày sau
567	97.0	忽然	忽然	hūrán	hốt nhiên	bỗng nhiên/đột nhiên/thình lình/bất thình lình/thoắt/bỗng/hốt nhiên/chợt vậy
570	96.5	接着	接著	jiēzháo	tiếp trứ/tiếp khán	tiếp theo/đón/đỡ lấy/đón lấy/bắt lấy/chụp lấy/tiếp lời/tiếp tục
572	96.4	竟然	竟然	jìngrán	cánh nhiên	thế nhưng/dĩ nhiên/cũng/mà/lại/vậy mà
573	96.38	重新	重新	zhòngxīn	trọng tân/trùng tân	một lần nữa/lần nữa/lại lần nữa/từ đầu/làm lại từ đầu
579	95.6	别的	別的	biéde	biệt đích/biệt để	khác/cái khác
580	95.58	老人	老人	lǎorén	lão nhân	lão nhân/người già/cụ già/cha mẹ già/ông bà cụ
582	95.42	路上	路上	lùshàng	lộ thượng/lộ thướng	trên đường/dọc đường/trên đường đi
583	95.11	拥有	擁有	yǒngyǒu	ung dựu/ung hữu/ủng dựu/ủng hữu	có được/chính mình/có
584	95.04	主持人	主持人	zhǔchírén	chủ trì nhân	người chủ trì
585	94.88	按照	按照	ànzhào	án chiếu	dựa theo/chiếu theo/theo/dựa vào/căn cứ vào
586	94.64	留学	留學	líuxué	lưu học	lưu học/du học
587	94.31	太多	太多	tàiduō	thái đa	nhiều lắm
589	94.12	担心	擔心	dànxīn	đam tâm/đảm tâm	lo lắng/không yên tâm/lo âu/không yên lòng/lo nghĩ
591	94.09	其它	其它	qítā	ký xà/ký tha/ki xà/ki tha/kì xà/kì tha/kỳ xà/kỳ tha	cái khác
592	93.97	打电话	打電話	dǎdiànhuà	đả điện thoại	gọi điện thoại/gọi điện
593	93.64	不出	不出	bùchū	phầu xích/phầu xúy/phầu xuất/phủ xích/phủ xúy/phủ xuất/bất xích/bất xúy/bất xuất/phi xích/phi xúy/phi xuất	không ra
595	93.39	随着	隨著	súizháo	tùy trứ/tùy khán	theo
596	93.03	申请	申請	shēnqǐng	thân tính/thân thỉnh	xin
598	92.73	说道	說道	shuōdào	duyệt đáo/duyệt đạo/thuyết đáo/thuyết đạo/thuế đáo/thuế đạo	nói/nói rằng/nói là/nói ra/thương lượng/bàn bạc
599	92.68	即使	即使	jíshǐ	tức sử/tức sứ	cho dù/dù cho
601	92.16	系列	系列	xìliè	hệ liệt	dẫy/ loạt/hàng loạt
602	91.77	这儿	這兒	zhèér	nghiện nhi/nghiện nghê/nghiện nhân/giá nhi/giá nghê/giá nhân	người này/ở đây/nơi này/chỗ này/lúc này/bây giờ
603	91.5	充满	充滿	chōngmǎn	sung mãn	tràn ngập/lấp đầy/lấp kín/nhồi/nhét/ních đầy/ngốn/chan chứa/tràn đầy/tràn trề
604	91.42	宿舍	宿舍	sùshè	tú xá/tú xả/túc xá/túc xả	ký túc xá/nhà ở tập thể
605	91.24	超过	超過	chāoguò	siêu qua/siêu quá	vượt qua/vượt lên trước/vượt quá/vượt lên trên/cao hơn
606	91.22	前面	前面	qiánmiàn	tiền miến/tiền diện	phía trước/đằng trước/phần đầu
610	90.99	呵呵	呵呵	hēhē	a a	ha hả/ha ha/hề hề/Ha ha/tiếng cười ha hả
613	90.84	刚刚	剛剛	gānggāng	cương cương	vừa mới/vừa/vừa vặn
614	90.82	司机	司機	sījī	tư ky/tư ki/tư cơ/ti ky/ti ki/ti cơ	lái xe/tài xế/người lái xe
615	90.63	地上	地上	dìshàng	đích thượng/đích thướng/địa thượng/địa thướng	trên mặt đất
618	90.36	资源	資源	zīyuán	tư nguyên	tài nguyên/nguồn tài nguyên/tài nguyên thiên nhiên
619	90.35	早上	早上	zǎoshàng	tảo thượng/tảo thướng	buổi sáng/sáng sớm
625	89.97	科技	科技	kējì	khoa kĩ	khoa học kỹ thuật/khoa học công nghệ
627	89.5	功能	功能	gōngnéng	công năng/công nai/công nại	công năng/công hiệu/tác dụng/chức năng
628	89.35	阳光	陽光	yángguāng	dương quang	ánh mặt trời/ánh dương quang/ánh sáng mặt trời/ánh nắng
629	89.26	二十	二十	èrshí	nhị thập	hai mươi
632	89.01	引起	引起	yǐnqǐ	dẫn khởi/dấn khởi	khiến cho/gây nên/dẫn tới/gợi ra
633	88.82	现实	現實	xiànshí	hiện thật	sự thật/hiện thực/hiện thực/thực tại/hợp với tình hình khách quan/thực tế
634	88.7	去年	去年	qùnián	khứ niên/khu niên	năm trước/năm ngoái/năm qua/năm rồi/khứ niên
644	87.74	认真	認真	rènzhēn	nhận chân	còn thật sự/chăm chú/tưởng thật/tin thật/nghiêm túc/chăm chỉ/hẳn hoi
648	87.44	期间	期間	qījiān	ky gian/kì gian/kỳ gian	trong lúc/dịp/thời kỳ/thời gian/ngày
654	86.96	图片	圖片	túpiàn	đồ phiến	hình ảnh/tranh ảnh
656	86.76	关注	關注	guānzhù	quan chú/loan chú	chú ý/quan tâm/săn sóc/lo lắng/chăm nom/quan tâm coi trọng/để ý tới
658	86.28	当地	當地	dāngdì	đương đích/đương địa/đáng đích/đáng địa	địa phương/bản địa/bản xứ/nơi đó
659	86.28	加上	加上	jiāshàng	gia thượng/gia thướng	hơn nữa
661	86.07	任务	任務	rènwù	nhậm vụ/nhâm vụ	nhiệm vụ
663	85.89	正常	正常	zhèngcháng	chánh thường/chính thường	bình thường/như thường
664	85.76	上午	上午	shàngwǔ	thượng ngọ/thướng ngọ	buổi sáng
666	85.51	英文	英文	yīngwén	anh văn/anh vấn	tiếng Anh
667	85.5	跟着	跟著	gēnzháo	cân trứ/cân khán/ngân trứ/ngân khán	đi theo/theo/tiếp theo
668	85.25	再次	再次	zàicì	tái thứ	lại/lần thứ hai/lại lần nữa
669	85.15	休息	休息	xīuxī	hưu tức	nghỉ ngơi/nghỉ/hưu tức
670	85.08	难道	難道	nándào	nan đáo/nan đạo/nạn đáo/nạn đạo	chẳng lẽ/lẽ nào/chẳng nhẽ
671	84.97	困难	困難	kùnnán	khốn nan/khốn nạn	khó khăn/trắc trở/trở ngại/nỗi gay go/điều cản trở/điều trở ngại
672	84.73	日期	日期	rìqī	nhật ky/nhật kì/nhật kỳ	ngày/thời kì/ngày tháng
673	84.48	显得	顯得	xiǎndé	hiển đắc	có vẻ/lộ ra/tỏ ra/hiện ra
674	84.11	失去	失去	shīqù	thất khứ/thất khu	mất đi
678	83.27	开发	開發	kāifā	khai phát	khai phá/mở mang/mở rộng/phát hiện/trả/hoàn/chi/thanh toán
681	83.0	欧洲	歐洲	ōuzhōu	âu châu/ẩu châu	Âu Châu/Châu Âu
682	82.95	采访	采訪	cǎifǎng	thải phỏng/thải phóng/thái phỏng/thái phóng	phỏng vấn/sưu tầm/săn tin/lượm tin/thu thập/thu thập tin tức
683	82.7	实际	實際	shíjì	thật tế	thực tế/có thực/sự thật/thực tại/cụ thể/sát thực tế/phù hợp thực tế
684	82.7	课程	課程	kèchéng	khóa trình	chương trình học/lịch dạy học/khoá trình/chương trình dạy học/những đề mục và tiến trình dạy học của nhà trường
690	81.89	怎么样	怎麼樣	zěnyāoyáng	chẩm yêu dạng/chẩm ma dạng	thế nào/ra làm sao/làm gì
696	81.62	以来	以來	yǐlái	dĩ lai/dĩ lãi	tới nay/đến nay/trước nay
697	81.6	办公室	辦公室	bàngōngshì	biện công thất/bạn công thất	văn phòng/phòng làm việc
698	81.48	不太	不太	bùtài	phầu thái/phủ thái/bất thái/phi thái	không quá
700	81.41	睡觉	睡覺	shùijué	thụy giác/thụy giáo	ngủ/đi ngủ
701	81.37	之中	之中	zhīzhōng	chi trúng/chi trung	bên trong/trong
702	81.23	读书	讀書	dúshū	đậu thư/độc thư	đọc sách/học bài/học/đi học/đương thời/lúc đó
703	81.18	往往	往往	wǎngwǎng	vãng vãng	thường thường/thường hay/nơi nơi/khắp nơi
704	81.18	不得	不得	bùdé	phầu đắc/phủ đắc/bất đắc/phi đắc	không được/phải/không thể/không thể nào
705	81.02	熟悉	熟悉	shúxī	thục tất	quen thuộc/hiểu rõ
706	81.02	依然	依然	yīrán	ỷ nhiên/y nhiên	vẫn như cũ/như cũ/như xưa/y nguyên
707	80.96	显示	顯示	xiǎnshì	hiển kì/hiển thị	biểu hiện/loan báo/cho thấy/biểu thị/tỏ rõ/chứng tỏ
712	80.72	床上	床上	chuángshàng	sàng thượng/sàng thướng	trên giường
713	80.36	最终	最終	zùizhōng	tối chung	cuối cùng/cuối/sau cùng
716	80.04	明显	明顯	míngxiǎn	minh hiển	rõ ràng/rõ rệt/nổi bật
719	78.86	来源	來源	láiyuán	lai nguyên/lãi nguyên	nơi phát ra/nguồn gốc/nguồn/phát sinh/bắt nguồn/khởi thuỷ/khởi nguồn
720	78.8	进来	進來	jìnlái	tiến lai/tiến lãi	tiến vào/tiến đến/đi vào/vào đây/vào/trở vào
721	78.79	火车	火車	huǒchē	hỏa xa	xe lửa/tàu hoả/hoả xa
722	78.74	值得	值得	zhídé	trị đắc	đáng giá/đáng/nên/có giá trị/có ý nghĩa
723	78.67	不够	不夠	bùgòu	phầu cú/phầu hú/phủ cú/phủ hú/bất cú/bất hú/phi cú/phi hú	không đủ/thiếu/chưa/chưa đủ/không...lắm
724	78.66	头发	頭髮	tóufā	đầu phát	tóc
726	78.56	每年	每年	měinián	mỗi niên/môi niên	hàng năm/hằng năm/mỗi năm/năm qua
727	78.55	以下	以下	yǐxià	dĩ hạ/dĩ há	dưới/trở xuống/dưới đây/sau đây
729	78.4	行业	行業	xíngyè	hành nghiệp/hạnh nghiệp/hạng nghiệp/hàng nghiệp	ngành sản xuất/hành nghiệp/nghề/ngành/ngành nghề/chức nghiệp/nghề nghiệp
732	77.86	此时	此時	cǐshí	thử thì/thử thời	lúc này
735	77.08	没什么	沒什麼	méishíyāo	một thập yêu/một thập ma	không có gì/không sao/không việc gì/không hề gì
