rank	frequency	word	pinyin	traditional	hanviet
3025.0	32.62	房地产	fángdìchǎn	房地產	bàng đích sản, bàng địa sản, phòng đích sản, phòng địa sản
3029.0	32.55	希	xī	希	hi, hy
3031.0	32.52	凯	kǎi	凱	khải
3036.0	32.46	MM	MM	MM	
3043.0	32.43	loading	loading	loading	
3045.0	32.41	it	it	it	
3046.0	32.4	计	jì	計	kê, kế
3048.0	32.36	¤	¤	¤	
3050.0	32.35	毛主席	máozhǔxí	毛主席	mao chủ tịch, mô chủ tịch
3055.0	32.25	°	°	°	
3076.0	31.98	str	str	str	
3081.0	31.89	驻	zhù	駐	trú
3083.0	31.87	珠	zhū	珠	châu
3090.0	31.78	奶	nǎi	奶	nãi
3093.0	31.76	平方米	píngfāngmǐ	平方米	bình phương mễ, biền phương mễ
3097.0	31.73	密	mì	密	mật
3098.0	31.68	微	wēi	微	vi
3099.0	31.68	港	gǎng	港	cảng
3100.0	31.67	P	P	P	
3102.0	31.65	星期六	xīngqīlìu	星期六	tinh ky lục, tinh kì lục, tinh kỳ lục
3113.0	31.56	料	liào	料	liêu, liệu
3114.0	31.54	の	の	の	
3116.0	31.52	$	$	$	
3120.0	31.47	森	sēn	森	sâm
3121.0	31.46	愣	lèng	愣	lăng
3128.0	31.4	炼	liàn	煉	luyện
3130.0	31.38	莉	lì	莉	lị
3132.0	31.37	琴	qín	琴	cầm
3136.0	31.32	智	zhì	智	trí
3142.0	31.28	来讲	láijiǎng	來講	lai giảng, lãi giảng
3144.0	31.22	遇	yù	遇	ngộ
3145.0	31.18	害	hài	害	hạt, hại
3146.0	31.18	比如说	bǐrúshuō	比如說	bì như duyệt, bì như thuyết, bì như thuế, bỉ như duyệt, bỉ như thuyết, bỉ như thuế, tỉ như duyệt, tỉ như thuyết, tỉ như thuế, bí như duyệt, bí như thuyết, bí như thuế
3148.0	31.14	吸	xī	吸	hấp
3150.0	31.1	致	zhì	緻	trí
3156.0	31.04	麦	mài	麥	mạch
3158.0	31.02	亲爱的	qīnàide	親愛的	thân ái đích, thân ái để, thấn ái đích, thấn ái để
3160.0	30.97	横	héng	橫	hoạnh, hoành, quáng
3164.0	30.9	耳	ěr	耳	nhĩ
3165.0	30.88	操	cāo	操	tháo, thao
3175.0	30.8	醉	zùi	醉	túy
3176.0	30.79	峰	fēng	峰	phong
3179.0	30.71	置	zhì	置	trí
3189.0	30.61	兹	zī	茲	tư, từ
3193.0	30.56	T	T	T	
3218.0	30.22	鲁迅	lǔxùn	魯迅	lỗ tấn
3219.0	30.21	蒂	dì	蒂	đế
3220.0	30.2	摩	mó	摩	ma
3224.0	30.14	灌	guàn	灌	quán
3235.0	30.04	∽	∽	∽	
3239.0	29.98	尾	wěi	尾	vĩ
3240.0	29.95	耶	yé	耶	da
3241.0	29.95	索	suǒ	索	tác, sách
3242.0	29.95	掌	zhǎng	掌	chưởng
3251.0	29.9	re	re	re	
3258.0	29.82	泰	tài	泰	thái
3261.0	29.79	本报	běnbào	本報	bổn báo, bản báo
3266.0	29.77	爷	yé	爺	gia, da
3272.0	29.72	t	t	t	
3274.0	29.66	历史上	lìshǐshàng	歷史上	lịch sử thượng, lịch sử thướng
3277.0	29.63	父	fù	父	phủ, phụ
3278.0	29.63	祝	zhù	祝	chúc, chú
3280.0	29.62	爱上	àishàng	愛上	ái thượng, ái thướng
3282.0	29.61	井	jǐng	井	tỉnh
3285.0	29.6	柳	lǐu	柳	liễu
3286.0	29.59	妻	qī	妻	thế, thê
3289.0	29.57	哇	wā	哇	oa
3294.0	29.47	莎	shā	莎	sa, toa
3296.0	29.46	呵	hē	呵	a
3300.0	29.43	超市	chāoshì	超市	siêu thị
3302.0	29.43	星期五	xīngqīwǔ	星期五	tinh ky ngũ, tinh kì ngũ, tinh kỳ ngũ
3306.0	29.39	梅	méi	梅	mai
3308.0	29.37	稿	gǎo	稿	cảo
3315.0	29.33	嘉	jiā	嘉	gia
3319.0	29.29	MP3	MP3	MP3	
3325.0	29.18	盒	hé	盒	hạp
3326.0	29.18	that	that	that	
3329.0	29.17	拨	bō	撥	bát
3332.0	29.13	扇	shàn	搧	thiên, phiến
3334.0	29.12	资	zī	資	tư
3341.0	29.05	女的	nv̌de	女的	nhữ đích, nhữ để, nữ đích, nữ để, nứ đích, nứ để
3342.0	29.04	小区	xiǎoqū	小區	tiểu khu, tiểu âu
3344.0	29.01	税	shùi	稅	thoát, thuế, thối
3349.0	28.98	剧	jù	劇	kịch
3350.0	28.98	清华	qīnghuá	清華	thanh hoa, thanh hóa
3354.0	28.94	澳大利亚	àodàlìyà	澳大利亞	úc đại lợi á, úc thái lợi á, áo đại lợi á, áo thái lợi á
3366.0	28.75	抹	mǒ	抹	mạt
3376.0	28.66	锛	bēn	錛	
3378.0	28.65	尤	yóu	尤	vưu, uông
3395.0	28.48	浅	qiǎn	淺	tiên, thiển
3401.0	28.39	②	②	②	
3404.0	28.38	闲	xián	閑	gián, gian, nhàn
3407.0	28.33	蛮	mán	蠻	man
3411.0	28.29	诸	zhū	諸	chư
3413.0	28.28	兴	xīng	興	hưng, hứng
3415.0	28.25	罢	bà	罷	bì, bãi
3420.0	28.17	Comments	Comments	Comments	
3423.0	28.15	Permalink	Permalink	Permalink	
3426.0	28.09	胡	hú	衚	hồ
3430.0	27.99	雷	léi	雷	lôi
3432.0	27.98	滑	huá	滑	hoạt, cốt
3436.0	27.93	江泽民	jiāngzémín	江澤民	giang trạch dân
3438.0	27.91	噢	ō	噢	ủ, úc
3446.0	27.83	程	chéng	程	trình
3449.0	27.79	宇	yǔ	宇	vũ
3452.0	27.77	孙	sūn	孫	tốn, tôn
3453.0	27.77	谷	gǔ	谷	dục, lộc, cốc
3459.0	27.71	营销	yíngxiāo	營銷	doanh tiêu, dinh tiêu
3460.0	27.69	瞪	dèng	瞪	trừng
3484.0	27.55	赵	zhào	趙	triệu
3488.0	27.5	酷	kù	酷	khốc
3494.0	27.45	粗	cū	觕	thô
3495.0	27.4	网页	wǎngyè	網頁	võng hiệt
3496.0	27.39	产	chǎn	產	sản
3500.0	27.37	布什	bùshí	布什	bố thập
3502.0	27.33	∶	∶	∶	
3503.0	27.32	翰	hàn	翰	hàn
3505.0	27.32	基础上	jīchǔshàng	基礎上	cơ sở thượng, cơ sở thướng
3509.0	27.27	］	］	］	
3514.0	27.22	舍	shè	捨	xá, xả
3518.0	27.16	看完	kànwán	看完	khán hoàn
3519.0	27.16	乌	wū	烏	ô
3528.0	27.05	简	jiǎn	簡	giản
3538.0	26.96	肥	féi	肥	phì
3540.0	26.93	攻	gōng	攻	công
3553.0	26.77	扬	yáng	颺	dương
3557.0	26.75	洋	yáng	洋	dương
3576.0	26.58	订	dìng	訂	đính
3578.0	26.56	芳	fāng	芳	phương
3584.0	26.51	患	huàn	患	hoạn
3585.0	26.5	park	park	park	
3599.0	26.36	府	fǔ	府	phủ
3600.0	26.35	唐	táng	唐	đường
3615.0	26.17	星期三	xīngqīsān	星期三	tinh ky tam, tinh ky tám, tinh kì tam, tinh kì tám, tinh kỳ tam, tinh kỳ tám
3617.0	26.14	◎	◎	◎	
3618.0	26.13	be	be	be	
3620.0	26.12	毒	dú	毒	độc, đốc
3623.0	26.1	庆	qìng	慶	khương, khanh, khánh
3627.0	26.07	访	fǎng	訪	phỏng, phóng
3631.0	26.04	司	sī	司	tư, ti
3634.0	26.02	减	jiǎn	減	giảm
3642.0	25.97	质	zhí	質	chất, chí
3646.0	25.95	售	shòu	售	thụ
3648.0	25.92	斋	zhāi	齋	trai
3649.0	25.91	景	jǐng	景	cảnh
3657.0	25.85	K	K	K	
3660.0	25.78	妹	mèi	妹	muội
3662.0	25.75	报导	bàodǎo	報導	báo đạo
3666.0	25.72	标	biāo	標	phiêu, tiêu
3668.0	25.7	填	tián	填	trần, điền, trấn, điễn
3670.0	25.69	盐	yán	鹽	diêm
3678.0	25.61	净	jìng	淨	tịnh
3679.0	25.61	针	zhēn	鍼	châm
3693.0	25.53	乎	hū	乎	hô, hồ
3703.0	25.45	沉	chén	沈	trầm, thẩm, trấm
3705.0	25.44	骨	gǔ	骨	cốt
3706.0	25.43	止	zhǐ	止	chỉ
3708.0	25.41	刷	shuā	刷	loát, xoát
3710.0	25.41	新疆	xīnjiāng	新疆	tân cương
3711.0	25.41	星期四	xīngqīsì	星期四	tinh ky tứ, tinh kì tứ, tinh kỳ tứ
3712.0	25.4	吴	wú	吳	ngô
3722.0	25.33	矣	yǐ	矣	hĩ
3724.0	25.31	window	window	window	
3738.0	25.17	昆明	kūnmíng	昆明	côn minh
3742.0	25.12	rss	rss	rss	
3745.0	25.08	箱	xiāng	箱	sương, tương
3751.0	25.03	爆	bào	爆	bộc, bạo, bạc
3753.0	25.03	X	X	X	
3773.0	24.89	CD	CD	CD	
3783.0	24.83	虫	chóng	虫	trùng
3785.0	24.8	扫	sǎo	掃	tảo
3787.0	24.77	妙	miào	妙	diệu
3788.0	24.76	档	dǎng	檔	đương, đáng
3793.0	24.74	铃	líng	鈴	linh
3797.0	24.71	财	cái	財	tài
3801.0	24.69	议	yì	議	nghị
3803.0	24.68	邓小平	dèngxiǎopíng	鄧小平	đặng tiểu bình, đặng tiểu biền
3805.0	24.68	灭	miè	滅	diệt
3806.0	24.68	庙	miào	廟	miếu
3818.0	24.56	职	zhí	職	chức
3820.0	24.53	院校	yuànxiào	院校	viện giáo, viện hiệu, viện hào
3833.0	24.43	泉	quán	泉	toàn, tuyền
3840.0	24.34	慧	hùi	慧	tuệ
3843.0	24.34	v	v	v	
3846.0	24.32	article	article	article	
3847.0	24.32	币	bì	幣	tệ
3848.0	24.32	泽	zé	澤	trạch
3853.0	24.28	抄	chāo	抄	sao
3862.0	24.24	遂	sùi	遂	toại
3868.0	24.19	愁	chóu	愁	sầu
3871.0	24.19	康	kāng	康	khang
3881.0	24.1	宋	sòng	宋	tống
3886.0	24.06	鼓	gǔ	鼓	cổ
3896.0	24.0	吊	diào	弔	đích, điếu
3902.0	23.97	仔	zǐ	仔	tử, tể
3905.0	23.94	IT	IT	IT	
3906.0	23.93	导	dǎo	導	đạo
3910.0	23.91	鲁	lǔ	魯	lỗ
3914.0	23.89	with	with	with	
3915.0	23.89	仁	rén	仁	nhân
3942.0	23.67	西部	xībù	西部	tây bộ, tê bộ
3944.0	23.65	键	jiàn	鍵	kiện
3945.0	23.65	每周	měizhōu	每周	mỗi chu, môi chu
3948.0	23.63	晃	huǎng	晃	hoảng
3954.0	23.59	老爸	lǎobà	老爸	lão ba
3957.0	23.57	笔记本	bǐjìběn	筆記本	bút kí bổn, bút kí bản
3970.0	23.49	帝	dì	帝	đế
3975.0	23.47	伴	bàn	伴	bạn
3979.0	23.42	虚	xū	虛	hư, khư
3982.0	23.41	莲	lián	蓮	liên
3984.0	23.4	熊	xióng	熊	hùng
3989.0	23.34	m	m	m	
3992.0	23.33	捏	niē	捏	niết
3996.0	23.32	¨	¨	¨	
4002.0	23.28	し	し	し	
4005.0	23.27	DVD	DVD	DVD	
4006.0	23.27	日元	rìyuán	日元	nhật nguyên
4008.0	23.26	are	are	are	
4014.0	23.22	屁	pì	屁	thí
4017.0	23.18	if	if	if	
4018.0	23.18	术	zhú	術	thuật, truật
4021.0	23.15	厅	tīng	廳	sảnh, thính
4022.0	23.14	have	have	have	
4024.0	23.12	扑	pū	扑	bạc, phác, phốc
4025.0	23.12	资讯	zīxùn	資訊	tư tấn
4026.0	23.12	哟	yo	喲	yêu
4031.0	23.08	徒	tú	徒	đồ
4033.0	23.06	i	i	i	
4035.0	23.04	N	N	N	
4037.0	23.03	涨	zhǎng	漲	trướng
4040.0	23.0	私	sī	私	tư
4045.0	22.94	星期天	xīngqītiān	星期天	tinh ky thiên, tinh kì thiên, tinh kỳ thiên
4046.0	22.93	景点	jǐngdiǎn	景點	cảnh điểm
4047.0	22.93	弟	dì	弟	đệ, đễ
4053.0	22.87	创	chuàng	創	sáng, sang
4054.0	22.86	护	hù	護	hộ
4061.0	22.83	亩	mǔ	畝	mẫu
4063.0	22.81	◇	◇	◇	
4066.0	22.78	〔	〔	〔	
4070.0	22.75	my	my	my	
4071.0	22.74	谓	wèi	謂	vị
4073.0	22.72	迎	yíng	迎	nghênh, nghịnh
4075.0	22.7	良	liáng	良	lương
4077.0	22.69	me	me	me	
4082.0	22.65	о	о	о	
4083.0	22.64	他家	tājiā	他家	tha gia, tha cô
4085.0	22.63	枝	zhī	枝	kỳ, chi
4089.0	22.61	敏	mǐn	敏	mẫn
4091.0	22.6	限	xiàn	限	hạn
4092.0	22.59	一方	yīfāng	一方	nhất phương
4093.0	22.59	阁	gé	閣	các
4098.0	22.56	〕	〕	〕	
4100.0	22.54	宁	níng	甯	nịnh, trữ, ninh
4112.0	22.46	刮	guā	颳	quát
4117.0	22.44	拳	quán	拳	quyền
4121.0	22.39	星期二	xīngqīèr	星期二	tinh ky nhị, tinh kì nhị, tinh kỳ nhị
4130.0	22.28	判	pàn	判	phán
4136.0	22.26	嘿	hēi	嘿	hắc
4141.0	22.23	考上	kǎoshàng	考上	khảo thượng, khảo thướng
4152.0	22.11	open	open	open	
4156.0	22.07	＋	＋	＋	
4172.0	21.94	好玩	hǎowán	好玩	hảo ngoạn, hiếu ngoạn
4173.0	21.94	а	а	а	
4176.0	21.9	盛	shèng	盛	thịnh, thình
4178.0	21.88	政	zhèng	政	chánh, chính
4185.0	21.84	附	fù	附	phụ
4192.0	21.8	以色列	yǐsèliè	以色列	dĩ sắc liệt
4208.0	21.62	娃	wá	娃	oa
4212.0	21.62	奥运	àoyùn	奧運	úc vận, áo vận
4225.0	21.55	弱	ruò	弱	nhược
4229.0	21.53	your	your	your	
4232.0	21.5	呈	chéng	呈	trình
4243.0	21.44	沟	gōu	溝	câu
4245.0	21.43	贝	bèi	貝	bối
4251.0	21.38	务	wù	務	vụ
4254.0	21.37	③	③	③	
4256.0	21.37	伦	lún	倫	luân
4264.0	21.3	如果说	rúguǒshuō	如果說	như quả duyệt, như quả thuyết, như quả thuế
4269.0	21.26	采	cǎi	寀	thải, thái
4271.0	21.25	身份证	shēnfènzhèng	身份證	thân phân chứng, quyên phân chứng
4276.0	21.23	转过	zhuǎnguò	轉過	chuyến qua, chuyến quá, chuyển qua, chuyển quá
4277.0	21.2	镜	jìng	鏡	kính
4281.0	21.16	瞎	xiā	瞎	hạt
4286.0	21.11	讨	tǎo	討	thảo
4287.0	21.11	现有	xiànyǒu	現有	hiện dựu, hiện hữu
4294.0	21.07	网址	wǎngzhǐ	網址	võng chỉ
4297.0	21.06	呼	hū	呼	hô, há
4304.0	21.01	续	xù	續	tục
4308.0	21.01	劳	láo	勞	lao
4312.0	21.0	休	xīu	休	hưu
4313.0	21.0	宜	yí	宜	nghi
4318.0	20.98	宿	sù	宿	tú, túc
4321.0	20.95	F	F	F	
4323.0	20.94	○	○	○	
4325.0	20.94	磨	mó	磨	ma, má
4327.0	20.93	琳	lín	琳	lâm
4329.0	20.92	识	shì	識	chí, thức
4332.0	20.91	毕	bì	畢	tất
4333.0	20.91	J	J	J	
4341.0	20.87	可能性	kěnéngxìng	可能性	khả năng tính, khả nai tính, khả nại tính, khắc năng tính, khắc nai tính, khắc nại tính
4346.0	20.84	る	る	る	
4347.0	20.83	邪	xié	邪	da, tà
4349.0	20.83	blog	blog	blog	
4357.0	20.78	旺	wàng	旺	vượng
4361.0	20.74	饰	shì	飾	sức
4362.0	20.72	增	zēng	增	tăng
4364.0	20.71	尊	zūn	尊	tôn
4366.0	20.7	十大	shídà	十大	thập đại, thập thái
4369.0	20.69	仅仅是	jǐnjǐnshì	僅僅是	cận cận thị
4374.0	20.65	荷	hé	荷	hà
4378.0	20.61	服务器	fúwùqì	服務器	phục vụ khí
4383.0	20.59	涂	tú	塗	đồ, trà
4387.0	20.57	桑	sāng	桑	tang
4391.0	20.55	沃	wò	沃	ốc
4408.0	20.44	b	b	b	
4410.0	20.44	堵	dǔ	堵	đổ
4411.0	20.44	に	に	に	
4414.0	20.42	た	た	た	
4415.0	20.41	臣	chén	臣	thần
4423.0	20.34	我校	wǒxiào	我校	ngã giáo, ngã hiệu, ngã hào
4426.0	20.29	败	bài	敗	bại
4427.0	20.29	玄	xuán	玄	huyền
4429.0	20.28	盆	pén	盆	bồn
4438.0	20.24	砖	zhuān	磚	chuyên
4440.0	20.24	挥	hūi	揮	huy
4441.0	20.23	宗	zōng	宗	tông
4442.0	20.22	戒	jiè	戒	giới
4449.0	20.19	惠	hùi	惠	huệ
4455.0	20.16	豆	dòu	豆	đậu
4459.0	20.14	婆	pó	婆	bà
4464.0	20.09	杆	gān	桿	can
4466.0	20.08	叠	dié	疊	điệp
4468.0	20.07	沪	hù	滬	hỗ
4475.0	20.04	责	zé	責	trái, trách
4478.0	20.03	か	か	か	
4483.0	20.01	幢	chuáng	幢	tràng, chàng
4487.0	19.99	帐	zhàng	帳	trướng
4491.0	19.97	posted	posted	posted	
4495.0	19.95	隆	lóng	隆	long
4496.0	19.95	匹	pǐ	匹	thất
4497.0	19.94	息	xī	息	tức
4498.0	19.94	窝	wō	窩	oa
4499.0	19.93	各项	gèxiàng	各項	các hạng
4511.0	19.89	MB	MB	MB	
4517.0	19.85	L	L	L	
4520.0	19.83	青少年	qīngshǎonián	青少年	thanh thiếu niên, thanh thiểu niên
4526.0	19.81	或者说	huòzhěshuō	或者說	hoặc giả duyệt, hoặc giả thuyết, hoặc giả thuế
4534.0	19.75	歇	xiē	歇	hiết
4538.0	19.74	陆	lù	陸	lục
4541.0	19.73	兄	xiōng	兄	huynh
4544.0	19.72	施	shī	施	thí, dị, thi, thỉ
4546.0	19.72	庄	zhuāng	莊	trang
4548.0	19.71	医	yì	醫	y
4554.0	19.69	沈阳	shěnyáng	瀋陽	trầm dương, thẩm dương, trấm dương
4562.0	19.63	扁	biǎn	扁	biển, thiên
4567.0	19.61	主页	zhǔyè	主頁	chủ hiệt
4568.0	19.59	跨	kuà	跨	khóa
4571.0	19.58	堡	bǎo	堡	bảo
4576.0	19.55	妞	nīu	妞	nữu
4580.0	19.52	〉	〉	〉	
4603.0	19.43	辞	cí	辭	từ
4607.0	19.41	丰	fēng	丰	phong
4608.0	19.41	青岛	qīngdǎo	青島	thanh đảo
4616.0	19.35	侯	hóu	侯	hầu
4618.0	19.35	驴	lv́	驢	lư
4621.0	19.33	艺	yì	藝	nghệ
4630.0	19.27	勾	gōu	勾	câu
4636.0	19.24	北京大学	běijīngdàxué	北京大學	bắc kinh đại học, bắc kinh thái học
4637.0	19.24	播	bō	播	bá, bả
4638.0	19.23	管理员	guǎnlǐyuán	管理員	quản lí viên, quản lí vân, quản lý viên, quản lý vân
4640.0	19.22	う	う	う	
4641.0	19.22	积	jī	積	tích, tí
4642.0	19.21	潮	cháo	潮	triều
4655.0	19.14	な	な	な	
4656.0	19.13	H	H	H	
4661.0	19.13	迟	chí	遲	trí, trì
4663.0	19.12	俗	sú	俗	tục
4664.0	19.11	妇	fù	婦	phụ
4668.0	19.08	暴	bào	暴	bộc, bạo
4673.0	19.03	す	す	す	
4674.0	19.03	俄国	éguó	俄國	nga quốc
4676.0	19.02	±	±	±	
4679.0	19.01	粥	zhōu	粥	dục, chúc
4686.0	18.96	邮	yóu	郵	bưu
4690.0	18.93	姨	yí	姨	di
4701.0	18.88	抗	kàng	抗	kháng
4702.0	18.87	网吧	wǎngba	網吧	võng ba
4704.0	18.87	not	not	not	
4705.0	18.86	欢	huān	懽	hoàn, hoan
4708.0	18.85	漏	lòu	漏	lậu
4713.0	18.82	季	jì	季	quý
4717.0	18.8	mm	mm	mm	
4718.0	18.8	徐	xú	徐	từ
4725.0	18.77	考虑到	kǎolv̀dào	考慮到	khảo lư đáo, khảo lự đáo
4728.0	18.74	or	or	or	
4737.0	18.67	递	dì	遞	đệ, đái
4738.0	18.66	营	yíng	營	doanh, dinh
4741.0	18.65	趣	qù	趣	thú, xúc
4752.0	18.61	妮	nī	妮	ny
4755.0	18.61	敌	dí	敵	địch
4756.0	18.61	萍	píng	蓱	bình
4757.0	18.61	写道	xiědào	寫道	tả đáo, tả đạo
4758.0	18.61	震	zhèn	震	chấn
4760.0	18.6	亭	tíng	亭	đình
4763.0	18.58	и	и	и	
4764.0	18.57	＿	＿	＿	
4765.0	18.56	妖	yāo	妖	yêu
4773.0	18.51	优	yōu	优	ưu
4777.0	18.5	厘米	límǐ	釐米	ly mễ, li mễ, hy mễ
4778.0	18.5	岩	yán	岩	nham
4779.0	18.5	魂	hún	魂	hồn
4780.0	18.5	旗	qí	旂	kì, kỳ
4783.0	18.48	Trackback	Trackback	Trackback	
4786.0	18.46	阿拉伯	ālābó	阿拉伯	a lạp bá, á lạp bá
4789.0	18.45	榜	bǎng	榜	bảng
4801.0	18.42	兽	shòu	獸	thú
4803.0	18.41	公交车	gōngjiāochē	公交車	công giao xa
4806.0	18.39	忧	yōu	憂	ưu
4811.0	18.37	栏	lán	欄	lan
4819.0	18.32	恐	kǒng	恐	khúng, khủng
4821.0	18.31	雄	xióng	雄	hùng
4822.0	18.3	は	は	は	
4827.0	18.3	翠	cùi	翠	thúy
4832.0	18.26	All	All	All	
4836.0	18.24	控	kòng	控	khống
4837.0	18.23	拿来	nálái	拿來	noa lai, noa lãi, nã lai, nã lãi, nư lai, nư lãi
4838.0	18.23	喘	chuǎn	喘	suyễn
4843.0	18.21	饮	yǐn	飲	ẩm
4845.0	18.2	Posted	Posted	Posted	
4848.0	18.2	热点	rèdiǎn	熱點	nhiệt điểm
4849.0	18.19	写出	xiěchū	寫出	tả xích, tả xúy, tả xuất
4854.0	18.17	d	d	d	
4857.0	18.17	е	е	е	
4858.0	18.17	下岗	xiàgǎng	下崗	hạ cương, há cương
4864.0	18.15	娇	jiāo	嬌	kiều
4873.0	18.08	裤	kù	褲	khố
4876.0	18.07	秘	mì	秘	bí
4879.0	18.04	佩	pèi	佩	bội
4887.0	17.98	幕	mù	幕	mán, mộ, mạc
4897.0	17.9	剪	jiǎn	剪	tiễn
4910.0	17.85	禁	jìn	禁	câm, cấm
4911.0	17.85	喔	ō	喔	ác
4916.0	17.84	严	yán	嚴	nghiêm
4917.0	17.84	雾	wù	霧	vụ
4921.0	17.83	改为	gǎiwèi	改為	cải vi
4922.0	17.83	黛	dài	黛	đại
4923.0	17.82	献	xiàn	獻	hiến
4925.0	17.82	毁	hǔi	燬	hủy
4930.0	17.79	坛	tán	壇	đàn
4936.0	17.76	鲜	xiān	鮮	tiên, tiển
4937.0	17.75	罚	fá	罰	phạt
4939.0	17.74	男孩子	nánháizǐ	男孩子	nam hài tử, nam hài tý
4941.0	17.74	汇	hùi	彙	vị, hối, vựng
4945.0	17.73	残	cán	殘	tàn
4946.0	17.73	拒	jù	拒	cự, củ
4948.0	17.72	即使是	jíshǐshì	即使是	tức sử thị, tức sứ thị
4949.0	17.7	物业	wùyè	物業	vật nghiệp
4950.0	17.7	猴	hóu	猴	hầu
4952.0	17.69	ま	ま	ま	
4957.0	17.67	涌	yǒng	涌	dũng
4958.0	17.67	帽	mào	帽	mạo
4960.0	17.66	捐	juān	捐	quyên
4967.0	17.62	会上	hùishàng	會上	hội thượng, hội thướng, cối thượng, cối thướng
4975.0	17.59	中国政府	zhōngguózhèngfǔ	中國政府	trúng quốc chánh phủ, trúng quốc chính phủ, trung quốc chánh phủ, trung quốc chính phủ
4981.0	17.57	距	jù	距	cự
4983.0	17.56	疑	yí	疑	nghi
4985.0	17.55	￡	￡	￡	
4989.0	17.52	胡锦涛	hújǐntāo	胡錦濤	hồ cẩm đào
4996.0	17.51	秦	qín	秦	tần
5002.0	17.5	谜	mí	謎	mê
5005.0	17.47	投资者	tóuzīzhě	投資者	đầu tư giả
5010.0	17.46	碧	bì	碧	bích
5015.0	17.45	net	net	net	
5017.0	17.44	籍	jí	籍	tạ, tịch
5019.0	17.44	〖	〖	〖	
5020.0	17.44	怨	yuàn	怨	oán
5024.0	17.42	全市	quánshì	全市	toàn thị
5026.0	17.4	can	can	can	
5027.0	17.4	稳	wěn	穩	ổn
5036.0	17.35	律	lv̀	律	luật
5043.0	17.32	〗	〗	〗	
5058.0	17.25	〈	〈	〈	
5070.0	17.18	返	fǎn	返	phản
5072.0	17.17	湾	wān	灣	loan
5074.0	17.17	态	tài	態	thái
5087.0	17.1	Q	Q	Q	
5088.0	17.1	揭	jiē	揭	yết
5096.0	17.08	墨	mò	墨	mặc
5102.0	17.06	と	と	と	
5103.0	17.05	动画	dònghuà	動畫	động họa, động hoạch
5107.0	17.04	症	zhèng	癥	trưng, chứng
5110.0	17.02	泛	fàn	氾	phiếm
5113.0	17.0	浜	bāng	浜	banh
5116.0	17.0	窄	zhǎi	窄	trách
5126.0	16.97	No	No	No	
5132.0	16.93	丫	yā	丫	nha
5135.0	16.91	面的	miànde	面的	miến đích, miến để, diện đích, diện để
5139.0	16.91	で	で	で	
5141.0	16.89	霜	shuāng	霜	sương
5145.0	16.87	织	zhī	織	chức, chí, xí
5149.0	16.86	池	chí	池	trì
5157.0	16.84	e	e	e	
5158.0	16.84	认同	rèntóng	認同	nhận đồng
5159.0	16.83	彼	bǐ	彼	bỉ
5161.0	16.83	洪	hóng	洪	hồng
5162.0	16.83	不通	bùtōng	不通	phầu thông, phủ thông, bất thông, phi thông
5164.0	16.82	周恩来	zhōuēnlái	周恩來	chu ân lai, chu ân lãi
5172.0	16.79	劫	jié	劫	kiếp
5174.0	16.78	て	て	て	
5175.0	16.78	农	nóng	農	nông
5178.0	16.77	垫	diàn	墊	điếm
5187.0	16.74	六四	lìusì	六四	lục tứ
5188.0	16.74	本次	běncì	本次	bổn thứ, bản thứ
5196.0	16.7	珍	zhēn	珍	trân
5198.0	16.7	俱	jù	俱	câu
5201.0	16.68	杜	dù	杜	đỗ
5205.0	16.66	ん	ん	ん	
5207.0	16.66	老妈	lǎomā	老媽	lão mụ, lão ma
5208.0	16.65	孤	gū	孤	cô
5227.0	16.59	叔	shū	叔	thúc
5231.0	16.57	充	chōng	充	sung
5238.0	16.55	裹	guǒ	裹	khỏa, khoả
5239.0	16.54	监	jiān	監	giam, giám
5243.0	16.52	示	shì	示	kì, thị
5248.0	16.51	楚	chǔ	楚	sở
5250.0	16.5	冠	guān	冠	quan, quán
5259.0	16.45	University	University	University	
5262.0	16.44	抵	dǐ	抵	để, chỉ
5263.0	16.43	犬	quǎn	犬	khuyển
5269.0	16.41	额	é	額	ngạch
5270.0	16.41	有利于	yǒulìyú	有利於	dựu lợi ư, dựu lợi hu, dựu lợi ô, dựu lợi vu, hữu lợi ư, hữu lợi hu, hữu lợi ô, hữu lợi vu
5272.0	16.4	高高	gāogāo	高高	cao cao
5277.0	16.38	↑	↑	↑	
5278.0	16.38	古城	gǔchéng	古城	cổ thành
5281.0	16.37	图文	túwén	圖文	đồ văn, đồ vấn
5283.0	16.37	教育部	jiàoyùbù	教育部	giáo dục bộ
5288.0	16.36	炮	pào	砲	pháo, bào
5290.0	16.35	棋	qí	棋	kì, kí, kỳ
5299.0	16.31	搬到	bāndào	搬到	ban đáo, bàn đáo
5303.0	16.3	嫩	nèn	嫩	nộn
5306.0	16.29	刊	kān	刊	san, khan
5308.0	16.27	效	xiào	傚	hiệu
5310.0	16.26	屏	píng	屏	bình
5321.0	16.2	互动	hùdòng	互動	hỗ động
5325.0	16.19	倩	qiàn	倩	thiến, sai
5327.0	16.19	侠	xiá	俠	hiệp
5330.0	16.17	藤	téng	藤	đằng
5338.0	16.14	c	c	c	
5340.0	16.13	惯	guàn	慣	quán
5342.0	16.12	mail	mail	mail	
5345.0	16.11	芬	fēn	芬	phân
5352.0	16.08	测	cè	測	trắc
5355.0	16.07	de	de	de	
5357.0	16.06	alt	alt	alt	
5358.0	16.06	拎	līng	拎	linh
